Vector,PAA Frames,APCA Frames,PAA Eu,APCA Eu,Eu Diff,PAA Dtw,APCA Dtw,Dtw Dif,PAA tik,APCA Tik,Tik Dif
320,42,21,5.30147,9.43991,-4.13844,305.665,189.091,116.575,324,24280,-23956
321,42,21,7.06358,16.0744,-9.01083,536.74,369.366,167.374,344,22825,-22481
322,42,21,5.78023,18.4799,-12.6997,476.69,351.584,125.106,323,32656,-32333
323,42,21,5.80968,15.8656,-10.0559,495.669,357.416,138.253,374,23379,-23005
324,42,21,5.75465,15.3319,-9.57721,471.717,318.058,153.659,324,22933,-22609
325,42,21,6.37705,12.9418,-6.56476,419.1,249.912,169.188,346,23542,-23196
326,42,21,5.96288,11.4706,-5.50773,367.073,220.158,146.915,331,23434,-23103
327,42,21,6.62149,17.6063,-10.9848,507.732,343.975,163.756,334,23488,-23154
328,42,21,6.76468,18.0683,-11.3036,500.761,342.995,157.767,323,22965,-22642
329,42,21,6.16111,17.4421,-11.2809,446.254,326.834,119.42,332,23237,-22905
330,42,21,6.87912,10.5434,-3.6643,438.018,222.037,215.981,323,23714,-23391
331,42,21,6.14916,12.7605,-6.61131,435.416,259.208,176.208,380,24184,-23804
332,42,21,5.59668,20.5727,-14.976,485.992,415.711,70.2815,328,23649,-23321
333,42,21,6.35678,8.41438,-2.0576,356.172,184.428,171.743,344,23498,-23154
334,42,21,6.53076,23.4707,-16.9399,472.296,461.193,11.1036,343,23825,-23482
335,42,21,7.63585,21.3115,-13.6757,589.69,477.664,112.025,325,22618,-22293
336,42,21,6.55578,15.3448,-8.78904,500.941,309.763,191.178,323,24024,-23701
337,42,21,5.99948,19.4409,-13.4415,446.173,391.562,54.6119,382,23310,-22928
338,42,21,5.18849,18.5307,-13.3422,392.436,310.571,81.8658,322,22467,-22145
339,42,21,5.03898,9.35633,-4.31735,367.976,207.817,160.159,335,23716,-23381
340,42,21,5.85761,24.1836,-18.326,450.597,440.206,10.391,323,23761,-23438
341,42,21,5.21661,20.7413,-15.5247,402.924,294.11,108.814,343,23153,-22810
342,42,21,7.16922,16.9103,-9.7411,520.109,380.823,139.286,322,24599,-24277
343,42,21,6.18317,17.2685,-11.0854,465.9,370.902,94.9977,323,23219,-22896
344,42,21,4.45285,11.5196,-7.06671,357.114,229.806,127.308,402,23300,-22898
345,42,21,5.85534,7.61187,-1.75653,339.496,161.495,178.001,323,23074,-22751
346,42,21,7.06879,16.5551,-9.48634,517.57,328.623,188.947,340,23906,-23566
347,42,21,4.99912,6.17741,-1.17829,289.161,141.56,147.601,384,23028,-22644
348,42,21,5.43365,15.0498,-9.61615,388.777,290.99,97.7866,324,24498,-24174
349,42,21,5.47943,18.4122,-12.9328,372.46,318.428,54.0315,361,22625,-22264
350,42,21,6.16982,19.7757,-13.6058,467.431,394.98,72.4512,342,23400,-23058
351,42,21,7.1992,18.6046,-11.4054,568.273,426.427,141.846,323,23484,-23161
352,42,21,6.7228,20.7488,-14.026,557.915,439.428,118.487,324,22983,-22659
353,42,21,5.98627,8.20972,-2.22345,363.293,161.138,202.155,323,23193,-22870
354,42,21,6.20219,12.9298,-6.72764,446.191,272.513,173.678,366,23469,-23103
355,42,21,5.84248,21.1594,-15.3169,517.35,472.424,44.9262,343,24176,-23833
356,42,21,5.9762,11.9147,-5.93854,473.746,259.844,213.903,323,24872,-24549
357,42,21,6.25118,14.5951,-8.34392,465.478,281.175,184.303,344,23429,-23085
358,42,21,5.1584,11.5972,-6.43883,351.623,227.939,123.685,344,24074,-23730
359,42,21,5.72373,9.80773,-4.084,396.096,235.284,160.812,356,24216,-23860
360,42,21,5.51846,20.5383,-15.0198,370.237,359.063,11.1735,322,24293,-23971
361,42,21,5.33091,17.0758,-11.7449,379.316,333.785,45.5314,323,22956,-22633
362,42,21,7.06926,14.9832,-7.9139,539.257,356.53,182.727,341,24041,-23700
363,42,21,5.61537,9.46846,-3.85309,449.013,217.864,231.148,323,22740,-22417
364,42,21,5.9264,16.5035,-10.5771,460.124,379.206,80.9187,461,23152,-22691
365,42,21,5.89721,11.5582,-5.66097,431.394,251.974,179.42,323,22558,-22235
366,42,21,7.5512,14.1505,-6.59934,616.14,342.383,273.757,500,22784,-22284
367,42,21,5.36942,10.9493,-5.57984,376.557,235.104,141.453,353,23030,-22677
368,42,21,5.73054,8.10604,-2.3755,388.929,186.155,202.774,323,23548,-23225
369,42,21,7.28991,14.4667,-7.17676,509.963,298.567,211.397,354,23525,-23171
370,42,21,5.91457,16.9708,-11.0562,366.132,285.486,80.6455,330,22978,-22648
371,42,21,5.67407,11.9024,-6.22837,368.29,286.481,81.8096,323,23799,-23476
372,42,21,6.37242,19.7682,-13.3958,510.12,403.215,106.905,332,24009,-23677
373,42,21,5.83788,10.9969,-5.15898,399.953,237.547,162.406,324,25895,-25571
374,42,21,6.3335,13.9525,-7.61903,399.771,277.9,121.871,323,22901,-22578
375,42,21,5.46784,7.00951,-1.54167,327.504,153.774,173.73,340,22875,-22535
376,42,21,6.63881,11.0964,-4.45754,471.14,263.852,207.289,341,23405,-23064
377,42,21,6.84816,15.2705,-8.42234,522.269,342.817,179.452,332,24373,-24041
378,42,21,5.88281,18.5737,-12.6909,471.999,376.416,95.5827,323,22991,-22668
379,42,21,5.78196,25.0661,-19.2842,455.181,446.083,9.09784,349,24731,-24382
380,42,21,5.20676,7.25201,-2.04526,355.346,175.315,180.031,322,22845,-22523
381,42,21,6.09846,11.1022,-5.00376,451.99,252.817,199.173,322,24645,-24323
382,42,21,3.90216,16.8711,-12.9689,317.836,278.616,39.22,323,23434,-23111
383,42,21,6.19423,15.8779,-9.68365,551.797,369.043,182.755,336,24086,-23750
384,42,21,5.15302,12.5138,-7.36079,368.675,204.783,163.891,340,23503,-23163
385,42,21,6.43227,22.0855,-15.6532,445.388,379.254,66.1334,403,23424,-23021
386,42,21,4.73847,4.99207,-0.253603,302.851,118.342,184.509,322,23490,-23168
387,42,21,6.37063,21.6924,-15.3218,527.227,420.494,106.733,515,23811,-23296
388,42,21,7.74415,13.387,-5.64286,497.872,285.247,212.625,387,28221,-27834
389,42,21,5.54276,8.69683,-3.15407,326.06,176.039,150.021,323,23387,-23064
390,42,21,4.68243,15.2942,-10.6117,365.819,268.562,97.257,333,22756,-22423
391,42,21,5.74767,17.3487,-11.601,440.037,313.246,126.791,547,23221,-22674
392,42,21,4.78784,13.9497,-9.16189,424.197,291.279,132.918,340,26356,-26016
393,42,21,4.56004,9.56565,-5.00562,309.034,175.46,133.575,485,25177,-24692
394,42,21,5.81857,11.3381,-5.51957,437.035,254.175,182.859,331,27777,-27446
395,42,21,5.36891,20.248,-14.8791,436.722,346.218,90.5044,328,23727,-23399
396,42,21,6.35611,17.7465,-11.3904,565.794,382.509,183.285,338,24288,-23950
397,42,21,7.59566,17.8535,-10.2578,550.413,393.855,156.558,684,24593,-23909
398,42,21,8.05561,13.6213,-5.56567,422.91,251.975,170.935,323,25638,-25315
399,42,21,9.69178,17.606,-7.91427,542.724,384.17,158.554,340,28458,-28118
400,42,21,6.54423,10.3794,-3.83521,442.632,249.185,193.447,409,24207,-23798
,,,,,,,,,,,
avgs,,,,,,,,,,,
