Vector,PAA Frames,APCA Frames,PAA Eu,APCA Eu,Eu Diff,PAA Dtw,APCA Dtw,Dtw Dif,PAA tik,APCA Tik,Tik Dif
304,20,10,22.1949,22.4437,-0.248882,401.944,404.465,-2.52145,266,9437,-9171
305,20,10,21.8139,22.4946,-0.680672,381.681,399.357,-17.6757,180,9932,-9752
306,20,10,22.3111,22.1876,0.123505,423.182,416.489,6.69313,326,9411,-9085
307,20,10,22.003,22.3986,-0.395614,393.122,407.521,-14.3988,333,10988,-10655
308,20,10,21.4555,22.3582,-0.902613,361.83,391.73,-29.8997,179,9567,-9388
309,20,10,21.9553,22.3552,-0.399874,396.786,405.156,-8.3701,215,9956,-9741
310,20,10,22.3174,22.1662,0.151205,398.148,388.58,9.56797,177,9499,-9322
311,20,10,21.9914,22.1558,-0.164399,404.894,411.666,-6.77121,185,10039,-9854
312,20,10,22.2349,22.2811,-0.0461757,376.18,383.058,-6.87805,176,10880,-10704
313,20,10,22.1967,22.3076,-0.11096,412.853,414.087,-1.23424,175,9554,-9379
314,20,10,22.141,22.2309,-0.0899069,380.102,382.684,-2.58212,282,9437,-9155
315,20,10,22.0452,22.3571,-0.311824,400.248,414.819,-14.5716,178,9858,-9680
316,20,10,22.0721,22.2412,-0.169128,384.275,389.708,-5.43249,181,9776,-9595
317,20,10,22.2382,22.318,-0.0797275,405.509,407.768,-2.25962,201,11090,-10889
318,20,10,22.2127,22.2294,-0.0167335,399.39,395.2,4.19027,180,9313,-9133
319,20,10,22.2293,22.225,0.00426821,387.462,386.467,0.994341,220,10436,-10216
320,20,10,21.9003,22.3465,-0.446212,377.584,386.723,-9.13899,177,10114,-9937
321,20,10,22.2119,22.4381,-0.226188,400.988,408.262,-7.27479,176,9662,-9486
322,20,10,22.2648,22.3714,-0.1066,411.587,412.687,-1.10055,180,11181,-11001
323,20,10,22.057,22.3593,-0.302305,394.062,402.764,-8.70138,181,9346,-9165
324,20,10,22.0157,22.2807,-0.264993,405.979,412.216,-6.23619,196,9596,-9400
325,20,10,22.2912,22.4836,-0.192416,430.528,428.646,1.88255,180,9881,-9701
326,20,10,22.3128,22.3096,0.0032897,409.111,403.712,5.39915,188,9635,-9447
327,20,10,21.9926,22.3072,-0.314609,378.238,390.423,-12.1853,197,9658,-9461
328,20,10,22.2421,22.3195,-0.0773214,415.123,416.217,-1.09367,186,9554,-9368
329,20,10,22.2072,22.7425,-0.53523,359.755,356.107,3.64826,371,9740,-9369
330,20,10,22.282,22.3309,-0.0488906,407.725,408.775,-1.05031,180,10848,-10668
331,20,10,22.1404,22.3392,-0.198809,384.647,394.344,-9.69673,180,12486,-12306
332,20,10,22.1013,22.415,-0.313649,399.224,405.756,-6.53179,180,10933,-10753
333,20,10,21.9835,22.3676,-0.38406,400.501,411.149,-10.6477,283,9400,-9117
334,20,10,21.808,22.4527,-0.644706,381.827,399.331,-17.5046,181,10315,-10134
335,20,10,22.2476,22.5704,-0.322878,415.707,422.775,-7.0688,176,10810,-10634
336,20,10,22.1718,22.1283,0.0434314,370.969,375.481,-4.51183,208,9721,-9513
337,20,10,21.6016,22.282,-0.680421,363.948,395.689,-31.7414,185,11568,-11383
338,20,10,22.1952,22.3027,-0.10753,397.912,401.771,-3.85943,180,10431,-10251
339,20,10,22.0212,22.4172,-0.396055,383.103,394.49,-11.3869,179,9543,-9364
340,20,10,22.2382,22.3812,-0.142953,405.586,406.122,-0.535797,183,10210,-10027
341,20,10,22.2467,22.4094,-0.162719,403.421,405.991,-2.57022,428,10526,-10098
342,20,10,21.692,22.0975,-0.405494,374.869,390.803,-15.9346,184,10158,-9974
343,20,10,22.0379,22.3287,-0.290786,386.026,403.728,-17.7016,228,11142,-10914
344,20,10,22.1848,22.2879,-0.103076,398.873,403.615,-4.7417,215,10459,-10244
345,20,10,22.096,22.3254,-0.22933,392.097,392.166,-0.0688992,191,11119,-10928
346,20,10,22.0152,22.1895,-0.174293,367.96,374.27,-6.30997,173,10416,-10243
347,20,10,22.0726,22.386,-0.313386,395.082,400.376,-5.29439,185,10402,-10217
348,20,10,22.0846,22.5122,-0.427572,402.213,409.256,-7.04303,179,10109,-9930
349,20,10,22.2281,22.2479,-0.019755,388.331,386.603,1.72792,181,9565,-9384
350,20,10,21.9695,22.3338,-0.36439,390.889,402.951,-12.062,176,9518,-9342
351,20,10,21.9133,22.537,-0.623634,386.597,409.088,-22.4918,182,9653,-9471
352,20,10,22.1597,22.3397,-0.180024,415.963,418.748,-2.78431,186,11290,-11104
353,20,10,22.1915,22.2434,-0.051953,408.109,410.515,-2.40546,195,10366,-10171
354,20,10,21.9248,22.4238,-0.49897,380.961,401.253,-20.2912,185,9915,-9730
355,20,10,21.9576,22.3444,-0.386723,370.094,384.327,-14.2332,180,9868,-9688
356,20,10,22.0544,22.5106,-0.456142,374.648,380.118,-5.46997,176,10363,-10187
357,20,10,21.826,22.3357,-0.509669,368.844,383.299,-14.4551,270,9438,-9168
358,20,10,22.1893,22.5554,-0.366102,373.947,376.749,-2.80222,319,11359,-11040
359,20,10,22.0766,22.339,-0.262465,394.379,411.681,-17.3016,200,9953,-9753
360,20,10,22.1571,22.2572,-0.100042,378.143,384.809,-6.66614,179,9835,-9656
361,20,10,22.1427,22.2597,-0.116998,389.134,396.585,-7.45102,209,10720,-10511
362,20,10,21.8546,22.1933,-0.338741,356.238,370.373,-14.1355,180,10370,-10190
363,20,10,22.1436,22.6,-0.456399,394.02,399.87,-5.85058,178,9790,-9612
364,20,10,22.2806,22.2167,0.0639526,420.706,421.459,-0.753179,175,9263,-9088
365,20,10,22.2002,22.3602,-0.160002,404.585,405.234,-0.649131,198,10899,-10701
366,20,10,22.0147,22.5327,-0.517979,361.094,376.814,-15.7202,180,9559,-9379
367,20,10,22.1933,22.3966,-0.203322,416.295,425.847,-9.55186,175,10249,-10074
368,20,10,22.2584,22.2946,-0.0361134,410.48,413.439,-2.95937,180,10083,-9903
369,20,10,22.1386,22.0768,0.0617862,387.732,382.921,4.8107,180,10236,-10056
370,20,10,22.1232,22.2916,-0.1684,381.291,378.927,2.36417,174,9647,-9473
371,20,10,21.8098,22.3363,-0.526458,384.056,399.672,-15.6164,185,9698,-9513
372,20,10,22.1888,22.2252,-0.0363795,395.797,391.744,4.05229,180,10793,-10613
373,20,10,22.3022,22.2492,0.0530204,395.775,388.372,7.40309,195,9867,-9672
374,20,10,22.0394,22.2287,-0.189362,369.799,375.5,-5.70142,181,10437,-10256
375,20,10,21.9871,22.4077,-0.420537,379.304,394.021,-14.7164,175,10110,-9935
376,20,10,22.1581,22.2609,-0.102842,381.4,388.013,-6.61321,252,10102,-9850
377,20,10,22.2381,22.2879,-0.0498158,401.361,405.028,-3.66708,185,10956,-10771
378,20,10,21.987,22.5665,-0.579523,391.249,402.397,-11.148,191,10271,-10080
379,20,10,21.9445,22.6194,-0.674834,359.356,383.614,-24.2583,186,10725,-10539
380,20,10,22.1179,22.3152,-0.197287,392.089,397.555,-5.46526,187,10223,-10036
381,20,10,21.7023,22.2422,-0.539873,391.54,404.454,-12.9138,186,10198,-10012
382,20,10,22.1335,22.1925,-0.058997,403.379,402.388,0.991167,175,11070,-10895
383,20,10,22.0648,20.2213,1.84352,366.114,333.943,32.1707,180,9144,-8964
384,20,10,21.9918,22.4402,-0.448339,384.842,399.45,-14.6085,197,13032,-12835
385,20,10,22.1035,22.4614,-0.357876,406.328,414.308,-7.97965,174,11385,-11211
386,20,10,22.1921,22.2743,-0.0821606,412.869,414.175,-1.30618,185,9664,-9479
387,20,10,22.047,22.3385,-0.291477,376.373,391.47,-15.0965,333,9795,-9462
388,20,10,22.0989,22.2192,-0.120314,404.146,402.923,1.2227,184,13003,-12819
389,20,10,22.2545,22.2855,-0.0310254,385.548,380.581,4.96657,180,10061,-9881
390,20,10,22.0487,22.3162,-0.267507,400.172,402.14,-1.96792,193,9549,-9356
391,20,10,21.8456,22.4013,-0.555706,355.724,372.895,-17.1716,200,10374,-10174
392,20,10,22.2104,22.3223,-0.111916,426.076,432.704,-6.62849,199,11530,-11331
393,20,10,21.9306,22.2717,-0.34112,373.705,387.468,-13.7635,180,9814,-9634
394,20,10,22.0564,22.3815,-0.32507,387.763,408.273,-20.5102,208,10209,-10001
395,20,10,22.2251,22.9088,-0.683682,401.809,406.861,-5.05239,215,9235,-9020
396,20,10,21.9797,22.3052,-0.325475,377.124,390.524,-13.4003,175,9940,-9765
397,20,10,22.2932,22.3275,-0.0343643,423.296,421.486,1.80997,178,11690,-11512
398,20,10,22.0974,22.4498,-0.35233,384.669,388.372,-3.70297,180,9730,-9550
399,20,10,22.0585,22.2978,-0.23927,390.284,400.353,-10.0686,181,9676,-9495
